Almacén;Planta;Zona ;Bloque;Columna;Nivel;Ubicación;Alto ub. (cm);Fondo ub. (cm);Comentario
1;1;A;14;25;2;A14 25 2;180;120;
1;1;A;14;26;0;A14 26 0;180;120;
1;1;A;14;26;1;A14 26 1;180;120;
1;1;A;14;26;2;A14 26 2;180;120;
1;1;A;14;27;0;A14 27 0;180;120;
1;1;A;14;27;1;A14 27 1;180;120;
1;1;A;14;27;2;A14 27 2;180;120;
1;1;A;14;28;0;A14 28 0;180;120;
1;1;A;14;28;1;A14 28 1;180;120;
1;1;A;14;28;2;A14 28 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;14;29;0;A14 29 0;180;120;
1;1;A;14;29;1;A14 29 1;180;120;
1;1;A;14;29;2;A14 29 2;180;120;
1;1;A;14;30;0;A14 30 0;180;120;
1;1;A;14;30;1;A14 30 1;180;120;
1;1;A;14;30;2;A14 30 2;180;120;
1;1;A;14;31;0;A14 31 0;180;120;
1;1;A;14;31;1;A14 31 1;180;120;
1;1;A;14;31;2;A14 31 2;180;120;
1;1;A;14;32;0;A14 32 0;180;120;
1;1;A;14;32;1;A14 32 1;180;120;
1;1;A;14;32;2;A14 32 2;180;120;
1;1;A;14;33;0;A14 33 0;180;120;
1;1;A;14;33;1;A14 33 1;180;120;
1;1;A;14;33;2;A14 33 2;180;120;
1;1;A;14;34;0;A14 34 0;180;120;
1;1;A;14;34;1;A14 34 1;180;120;
1;1;A;14;34;2;A14 34 2;180;120;
1;1;A;14;35;0;A14 35 0;180;120;
1;1;A;14;35;1;A14 35 1;180;120;
1;1;A;14;35;2;A14 35 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;15;1;0;A15 01 0;180;120;
1;1;A;15;1;1;A15 01 1;180;120;
1;1;A;15;1;2;A15 01 2;180;120;
1;1;A;15;2;0;A15 02 0;180;120;
1;1;A;15;2;1;A15 02 1;180;120;
1;1;A;15;2;2;A15 02 2;180;120;
1;1;A;15;3;0;A15 03 0;180;120;
1;1;A;15;3;1;A15 03 1;180;120;
1;1;A;15;3;2;A15 03 2;180;120;
1;1;A;15;4;0;A15 04 0;180;120;
1;1;A;15;4;1;A15 04 1;180;120;
1;1;A;15;4;2;A15 04 2;180;120;
1;1;A;15;5;0;A15 05 0;180;120;
1;1;A;15;5;1;A15 05 1;180;120;
1;1;A;15;5;2;A15 05 2;180;120;
1;1;A;15;6;0;A15 06 0;180;120;
1;1;A;15;6;1;A15 06 1;180;120;
1;1;A;15;6;2;A15 06 2;180;120;
1;1;A;15;7;0;A15 07 0;180;120;
1;1;A;15;7;1;A15 07 1;180;120;
1;1;A;15;7;2;A15 07 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;15;8;0;A15 08 0;180;120;
1;1;A;15;8;1;A15 08 1;180;120;
1;1;A;15;8;2;A15 08 2;180;120;
1;1;A;15;9;0;A15 09 0;180;120;
1;1;A;15;9;1;A15 09 1;180;120;
1;1;A;15;9;2;A15 09 2;180;120;
1;1;A;15;10;0;A15 10 0;180;120;
1;1;A;15;10;1;A15 10 1;180;120;
1;1;A;15;10;2;A15 10 2;180;120;
1;1;A;15;11;0;A15 11 0;180;120;
1;1;A;15;11;1;A15 11 1;180;120;
1;1;A;15;11;2;A15 11 2;180;120;
1;1;A;15;12;0;A15 12 0;180;120;
1;1;A;15;12;1;A15 12 1;180;120;
1;1;A;15;12;2;A15 12 2;180;120;
1;1;A;15;13;0;A15 13 0;180;120;
1;1;A;15;13;1;A15 13 1;180;120;
1;1;A;15;13;2;A15 13 2;180;120;
1;1;A;15;14;0;A15 14 0;180;120;
1;1;A;15;14;1;A15 14 1;180;120;
1;1;A;15;14;2;A15 14 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;15;15;0;A15 15 0;180;120;
1;1;A;15;15;1;A15 15 1;180;120;
1;1;A;15;15;2;A15 15 2;180;120;
1;1;A;15;16;0;A15 16 0;180;120;
1;1;A;15;16;1;A15 16 1;180;120;
1;1;A;15;16;2;A15 16 2;180;120;
1;1;A;15;17;0;A15 17 0;180;120;
1;1;A;15;17;1;A15 17 1;180;120;
1;1;A;15;17;2;A15 17 2;180;120;
1;1;A;15;18;0;A15 18 0;180;120;
1;1;A;15;18;1;A15 18 1;180;120;
1;1;A;15;18;2;A15 18 2;180;120;
1;1;A;15;19;0;A15 19 0;180;120;
1;1;A;15;19;1;A15 19 1;180;120;
1;1;A;15;19;2;A15 19 2;180;120;
1;1;A;15;20;0;A15 20 0;180;120;
1;1;A;15;20;1;A15 20 1;180;120;
1;1;A;15;20;2;A15 20 2;180;120;
1;1;A;15;21;0;A15 21 0;180;120;
1;1;A;15;21;1;A15 21 1;180;120;
1;1;A;15;21;2;A15 21 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;15;22;0;A15 22 0;180;120;
1;1;A;15;22;1;A15 22 1;180;120;
1;1;A;15;22;2;A15 22 2;180;120;
1;1;A;15;23;0;A15 23 0;180;120;
1;1;A;15;23;1;A15 23 1;180;120;
1;1;A;15;23;2;A15 23 2;180;120;
1;1;A;15;24;0;A15 24 0;180;120;
1;1;A;15;24;1;A15 24 1;180;120;
1;1;A;15;24;2;A15 24 2;180;120;
1;1;A;15;25;0;A15 25 0;180;120;
1;1;A;15;25;1;A15 25 1;180;120;
1;1;A;15;25;2;A15 25 2;180;120;
1;1;A;15;26;0;A15 26 0;180;120;
1;1;A;15;26;1;A15 26 1;180;120;
1;1;A;15;26;2;A15 26 2;180;120;
1;1;A;15;27;0;A15 27 0;180;120;
1;1;A;15;27;1;A15 27 1;180;120;
1;1;A;15;27;2;A15 27 2;180;120;
1;1;A;15;28;0;A15 28 0;180;120;
1;1;A;15;28;1;A15 28 1;180;120;
1;1;A;15;28;2;A15 28 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;15;29;0;A15 29 0;180;120;
1;1;A;15;29;1;A15 29 1;180;120;
1;1;A;15;29;2;A15 29 2;180;120;
1;1;A;15;30;0;A15 30 0;180;120;
1;1;A;15;30;1;A15 30 1;180;120;
1;1;A;15;30;2;A15 30 2;180;120;
1;1;A;15;31;0;A15 31 0;180;120;
1;1;A;15;31;1;A15 31 1;180;120;
1;1;A;15;31;2;A15 31 2;180;120;
1;1;A;15;32;0;A15 32 0;180;120;
1;1;A;15;32;1;A15 32 1;180;120;
1;1;A;15;32;2;A15 32 2;180;120;
1;1;A;15;33;0;A15 33 0;180;120;
1;1;A;15;33;1;A15 33 1;180;120;
1;1;A;15;33;2;A15 33 2;180;120;
1;1;A;15;34;0;A15 34 0;180;120;
1;1;A;15;34;1;A15 34 1;180;120;
1;1;A;15;34;2;A15 34 2;180;120;
1;1;A;15;35;0;A15 35 0;180;120;
1;1;A;15;35;1;A15 35 1;180;120;
1;1;A;15;35;2;A15 35 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;1;0;A16 01 0;180;120;
1;1;A;16;1;1;A16 01 1;180;120;
1;1;A;16;1;2;A16 01 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;2;0;A16 02 0;180;120;
1;1;A;16;2;1;A16 02 1;180;120;
1;1;A;16;2;2;A16 02 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;3;0;A16 03 0;180;120;
1;1;A;16;3;1;A16 03 1;180;120;
1;1;A;16;3;2;A16 03 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;4;0;A16 04 0;180;120;
1;1;A;16;4;1;A16 04 1;180;120;
1;1;A;16;4;2;A16 04 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;5;0;A16 05 0;180;120;
1;1;A;16;5;1;A16 05 1;180;120;
1;1;A;16;5;2;A16 05 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;6;0;A16 06 0;180;120;
1;1;A;16;6;1;A16 06 1;180;120;
1;1;A;16;6;2;A16 06 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;7;0;A16 07 0;180;120;
1;1;A;16;7;1;A16 07 1;180;120;
1;1;A;16;7;2;A16 07 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;8;0;A16 08 0;180;120;
1;1;A;16;8;1;A16 08 1;180;120;
1;1;A;16;8;2;A16 08 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;9;0;A16 09 0;180;120;
1;1;A;16;9;1;A16 09 1;180;120;
1;1;A;16;9;2;A16 09 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;10;0;A16 10 0;180;120;
1;1;A;16;10;1;A16 10 1;180;120;
1;1;A;16;10;2;A16 10 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;11;0;A16 11 0;180;120;
1;1;A;16;11;1;A16 11 1;180;120;
1;1;A;16;11;2;A16 11 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;12;0;A16 12 0;180;120;
1;1;A;16;12;1;A16 12 1;180;120;
1;1;A;16;12;2;A16 12 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;13;0;A16 13 0;180;120;
1;1;A;16;13;1;A16 13 1;180;120;
1;1;A;16;13;2;A16 13 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;14;0;A16 14 0;180;120;
1;1;A;16;14;1;A16 14 1;180;120;
1;1;A;16;14;2;A16 14 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;15;0;A16 15 0;180;120;
1;1;A;16;15;1;A16 15 1;180;120;
1;1;A;16;15;2;A16 15 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;16;0;A16 16 0;180;120;
1;1;A;16;16;1;A16 16 1;180;120;
1;1;A;16;16;2;A16 16 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;17;0;A16 17 0;180;120;
1;1;A;16;17;1;A16 17 1;180;120;
1;1;A;16;17;2;A16 17 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;18;0;A16 18 0;180;120;
1;1;A;16;18;1;A16 18 1;180;120;
1;1;A;16;18;2;A16 18 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;19;0;A16 19 0;180;120;
1;1;A;16;19;1;A16 19 1;180;120;
1;1;A;16;19;2;A16 19 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;20;0;A16 20 0;180;120;
1;1;A;16;20;1;A16 20 1;180;120;
1;1;A;16;20;2;A16 20 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;21;0;A16 21 0;180;120;
1;1;A;16;21;1;A16 21 1;180;120;
1;1;A;16;21;2;A16 21 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;22;0;A16 22 0;180;120;
1;1;A;16;22;1;A16 22 1;180;120;
1;1;A;16;22;2;A16 22 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;23;0;A16 23 0;180;120;
1;1;A;16;23;1;A16 23 1;180;120;
1;1;A;16;23;2;A16 23 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;24;0;A16 24 0;180;120;
1;1;A;16;24;1;A16 24 1;180;120;
1;1;A;16;24;2;A16 24 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;25;0;A16 25 0;180;120;
1;1;A;16;25;1;A16 25 1;180;120;
1;1;A;16;25;2;A16 25 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;26;0;A16 26 0;180;120;
1;1;A;16;26;1;A16 26 1;180;120;
1;1;A;16;26;2;A16 26 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;27;0;A16 27 0;180;120;
1;1;A;16;27;1;A16 27 1;180;120;
1;1;A;16;27;2;A16 27 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;28;0;A16 28 0;180;120;
1;1;A;16;28;1;A16 28 1;180;120;
1;1;A;16;28;2;A16 28 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;29;0;A16 29 0;180;120;
1;1;A;16;29;1;A16 29 1;180;120;
1;1;A;16;29;2;A16 29 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;30;0;A16 30 0;180;120;
1;1;A;16;30;1;A16 30 1;180;120;
1;1;A;16;30;2;A16 30 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;31;0;A16 31 0;180;120;
1;1;A;16;31;1;A16 31 1;180;120;
1;1;A;16;31;2;A16 31 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;32;0;A16 32 0;180;120;
1;1;A;16;32;1;A16 32 1;180;120;
1;1;A;16;32;2;A16 32 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;33;0;A16 33 0;180;120;
1;1;A;16;33;1;A16 33 1;180;120;
1;1;A;16;33;2;A16 33 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;34;0;A16 34 0;180;120;
1;1;A;16;34;1;A16 34 1;180;120;
1;1;A;16;34;2;A16 34 2;180;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;35;0;A16 35 0;180;120;
1;1;A;16;35;1;A16 35 1;180;120;
1;1;A;16;35;2;A16 35 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;16;36;0;A16 36 0;180;120;
1;1;A;16;36;1;A16 36 1;180;120;
1;1;A;16;36;2;A16 36 2;180;120;Interferencias con vigas - palets de altura 1,45m
;;;;;;  ;;;
;;;;;;  ;;;
;;;;;;  ;;;
;;;;;;  ;;;
